title,keywords,publisher,users,price,author,ing,genre,viewCount,score,uploaded,reviewCount,date,free_info
해적들의 사랑받는 공주님,#로맨스판타지#육아물#가족물#회귀물#성장물#첫사랑#순정남#왕족/귀족#조신남#능력녀#무심녀#걸크러쉬#사이다녀#드라마,북극여우노블,전체이용가,100원/회차 당,달공방,월~금 연재,로판,87.3만,9.8,전체 110,전체 960,24.06.09,0장
황실비사,#궁정로맨스#동양풍#운명#순정남#소유욕/독점욕#상처남#왕족/귀족#동정남#대형견남#무심녀#걸크러쉬#외유내강#신파,작가컴퍼니,15세이용가,100원/회차 당,월하백향,완결,로맨스,8.2만,9.9,전체 101,전체 735,24.06.09,5장
천재 아이돌이 회사를 탈주함,#회귀#가수,스토리튠즈,전체이용가,100원/회차 당,나담,매일 연재,현판,157.5만,9.7,전체 115,"전체 1,321",24.06.08,10장
검술가문에서 스마트폰을 주웠다,#천재#차원이동#환생#먼치킨#아티팩트#성장#복수#시스템#검사,kwbooks,전체이용가,100원/회차 당,비축귀신,매일 연재,판타지,3.4만,9.5,전체 76,전체 24,24.06.07,17장
선 넘는 오빠 상사 [19세 완전판],#현대로맨스#오해물#몸정>맘정#첫사랑#운명#다정남#순정남#절륜남#계략남#집착남#평범녀#철벽녀#나이차커플#달달물#로맨틱코미디,로브,19세이용가,100원/회차 당,더럽,완결,로맨스,1.2만,10.0,전체 47,전체 2,24.06.07,3장
선 넘는 계약 연애 [19세 완전판],#현대로맨스#캠퍼스물#복수물#재회물#짝사랑#첫사랑#다정남#절륜남#계략남#소유욕/독점욕#평범녀#계약관계#신분차이#재벌남,로브,19세이용가,100원/회차 당,더럽,완결,로맨스,"7,494",10.0,전체 68,전체 3,24.06.07,3장
제갈세가 신기무신,#퓨전#귀환#환생#먼치킨#천재#노력#성장#조력자#플레이어#지존#명문세가,고렘팩토리,전체이용가,100원/회차 당,해피루,매일 연재,무협,2.5만,9.4,전체 157,전체 9,24.06.07,24장
소년천마,#천마#복수#먼치킨#마교,에이템포미디어,전체이용가,100원/회차 당,흑호,완결,무협,1.5만,10.0,전체 230,전체 2,24.06.07,25장
외전: 서브 남주의 후회,#로맨스판타지#첫사랑#상처남#후회남#상처녀#잔잔물#애잔물#베이비메신저#오래된연인#능력남#존댓말남#평범녀#다정녀#짝사랑녀#외유내강,디앤씨미디어,전체이용가,100원/회차 당,단구름,완결,로판,"5,029",10.0,전체 112,전체 25,24.06.07,5장
병약수의 시한부 누나가 되었더니,#로맨스판타지#빙의물#소유욕/독점욕#금단의관계#다정녀#츤데레남,작가컴퍼니,15세이용가,100원/회차 당,샬롯의 정원,완결,로판,"3,048",10.0,전체 117,전체 3,24.06.07,4장
안 진다는 마인드,#전문직#귀환#방송#TS#천재#BJ,노벨피아,전체이용가,100원/회차 당,뮹뮹,완결,현판,"6,516",10.0,전체 256,전체 90,24.06.07,15장
한 번 더 나쁜 짓,#현대로맨스#몸정>맘정#오해물#계약관계#소유욕/독점욕#상처녀,알에스미디어,15세이용가,100원/회차 당,유나은,완결,로맨스,92.5만,9.8,전체 70,전체 467,24.06.06,0장
할 수 없는 것들 [19세 완전판],#오메가버스#나이차커플#능글공#집착공#광공#연하공#상처수,북팔,19세이용가,100원/회차 당,고귤,완결,BL,"2,532",완결,전체 214,전체 2,24.06.06,4장
1968 미국 락의 정복자가 되었다,#회귀#천재#노력#가수,라온이앤엠,전체이용가,100원/회차 당,온더로드, 연재,현판,1.1만,10.0,전체 211,전체 12,24.06.06,25장
이 황후는 폭군을 길들입니다,#걸크러쉬#궁정로맨스#차원이동물#타임슬립#정략결혼#운명#카리스마남#오만남#능력남#계략남#직진남,북팔,15세이용가,100원/회차 당,로사린,완결,로판,"1,456",10.0,전체 156,전체 2,24.06.05,5장
황제와 비밀 연애 중인데 나는 그걸 몰라,#로맨스판타지#우연한만남#왕족/귀족#평범녀#외유내강#능력녀#쌍방삽질#신분차이#로맨틱코미디#달달물#회귀물#환생물,연담,전체이용가,100원/회차 당,베킷,매일 연재,로판,488.7만,9.7,전체 121,"전체 2,936",24.06.05,0장
가짜 사랑 [삽화본] [19세 완전판],#계약관계#소유욕/독점욕#집착남#후회남,북팔,19세이용가,100원/회차 당,오드리,완결,로맨스,2.9만,9.5,전체 92,전체 12,24.06.05,4장
공동전인,#성장#정통#마교,kwbooks,전체이용가,100원/회차 당,설경구,완결,무협,"3,698",5.5,전체 187,전체 0,24.06.05,25장
순직한 군인은 음악이 하고 싶다,#환생#빙의#천재#군인,스토리작,전체이용가,100원/회차 당,회색곰탱,매일 연재,현판,2.5만,9.9,전체 105,전체 67,24.06.05,15장
레전드 신인이 홈런을 잘 침,#천재#회귀#노력#학생#작가#야구,kwbooks,전체이용가,100원/회차 당,금문장,완결,현판,2.5만,10.0,전체 159,전체 2,24.06.05,25장
마법을 품다,#먼치킨#천재#성장#마법사#정령술사,인타임,전체이용가,100원/회차 당,양강,매일 연재,판타지,490.2만,9.3,전체 142,"전체 1,892",24.06.05,20장
빈틈없이 네 안으로,#현대로맨스,신영미디어,15세이용가,100원/회차 당,빵곰탕,완결,로맨스,1.9만,10.0,전체 105,전체 8,24.06.05,4장
밤의 언어,#현대로맨스,신영미디어,15세이용가,100원/회차 당,한여유,완결,로맨스,"5,950",완결,전체 74,전체 4,24.06.05,3장
우리의 안드로메다 [BL],#현대물,신영미디어,전체이용가,100원/회차 당,심풀2, 연재,BL,201, 연재,전체 37,전체 0,24.06.05,2장
신의 마력을 가졌다,#복수#정통,로크미디어,전체이용가,100원/회차 당,오늘오후에,완결,판타지,4만,9.9,전체 259,전체 2,24.06.05,25장
공작아들 :Re,#레이드#학원#깽판#먼치킨#영웅/신화#천재#노력#성장#착각#검사,마야마루출판사,전체이용가,100원/회차 당,박새날, 연재,판타지,"7,291",7.7,전체 28,전체 57,24.06.04,0장
검선의 아포칼립스,#이능력#성장#레이드,contentshera,전체이용가,100원/회차 당,김훈주,완결,판타지,"3,864",10.0,전체 100,전체 3,24.06.04,25장
요리사가 먹방을 잘함,#경영/기업#방송#먹방/요리#성장#BJ#요리사,스튜디오389,전체이용가,100원/회차 당,현자타임,완결,현판,"7,075",완결,전체 189,전체 5,24.06.04,25장
마두,#빙의#노력#조력자,인타임,전체이용가,100원/회차 당,풍종호,매일 연재,무협,1.8만,9.0,전체 79,전체 36,24.06.04,25장
기업사냥의 신,#전문직#경영/기업#회귀#회사원#먼치킨,엠스토리허브,전체이용가,100원/회차 당,윤하준,완결,현판,5.2만,10.0,전체 300,전체 12,24.06.04,25장
어쩌다 재벌집 사위가 된 당신을 위한 지침서,#경영/기업#회귀#성장#회사원#재벌,라온이앤엠,전체이용가,100원/회차 당,소탐자,완결,현판,3.7만,10.0,전체 276,전체 4,24.06.04,25장
유격수가 홈런을 너무 잘침,#스포츠#성장#노력#천재#야구#학생,라온이앤엠,전체이용가,100원/회차 당,유선강,완결,현판,8.3만,9.3,전체 277,전체 8,24.06.04,25장
아포칼립스에 우주선이 추락함,#SF#좀비#아포칼립스,HAKSANNOVEL,전체이용가,100원/회차 당,소하드, 연재,현판,2.1만,8.0,전체 110,전체 6,24.06.04,25장
드라마 전개를 뒤집었더니 대박 나버렸다,#전문직#천재#성장#먼치킨,에이시스미디어,전체이용가,100원/회차 당,고각,완결,현판,1.9만,10.0,전체 150,전체 1,24.06.04,25장
흑막 영애의 감찰관이 되었다,#게임#빙의#먼치킨#천재#이능력#검사#성장,작가컴퍼니,전체이용가,100원/회차 당,김연우,매일 연재,판타지,7.9만,9.6,전체 112,전체 176,24.06.03,10장
근력 1000배의 괴물 헌터가 되었다,#먼치킨#시스템#격투가#망나니#레이드,문피아,전체이용가,100원/회차 당,비밀서점,월~금 연재,판타지,4.7만,9.8,전체 188,전체 47,24.06.03,25장
메이저리그로 간다,#스포츠#천재#야구,문피아,전체이용가,100원/회차 당,마인네스,월~금 연재,현판,4.4만,9.3,전체 175,전체 14,24.06.03,25장
철경,#정통#퓨전#복수#전쟁#먼치킨#깽판#정파#사파#천재#생존#권,kwbooks,전체이용가,100원/회차 당,솔하,매일 연재,무협,23.8만,9.5,전체 111,전체 131,24.06.03,10장
"뜨겁게, 다시 한번",#현대로맨스#타임슬립#짝사랑#시한부#능글남#소유욕/독점욕#재벌남#후회남#엉뚱발랄녀#순정녀#다정녀#상처녀#쌍방삽질#권선징악#까칠남,에이템포미디어,15세이용가,100원/회차 당,그리는달,완결,로맨스,19.6만,9.3,전체 60,전체 195,24.06.03,3장
엘블린 아카데미,#전쟁#성장#마왕#왕족/귀족#마법사,(주)넥서스,전체이용가,100원/회차 당,까마귀선생,완결,판타지,172,완결,전체 185,전체 0,24.06.03,3장
마침내 약혼녀가 돌아왔다,#로맨스판타지#재회물#가상시대물#왕족/귀족#빙의물#첫사랑#친구>연인#로맨틱코미디#상처남#순정남#순정녀#까칠남#직진녀#외유내강#털털녀,고렘팩토리,15세이용가,100원/회차 당,박그랑,완결,로판,172,완결,전체 115,전체 1,24.06.03,3장
다시 태어난 내가 당신을 만난다면,#로맨스판타지#캠퍼스물#타임슬립#성장물#학원물#회귀물#왕족/귀족#다정남#걸크러쉬#상처녀#외유내강,조아라,15세이용가,100원/회차 당,윰세,완결,로판,"5,000",10.0,전체 244,전체 4,24.06.03,15장
오늘부터 성녀 그만둡니다,#로맨스판타지#차원이동물#빙의물#첫사랑#운명#초월적존재#능력남#존댓말남#직진남#능력녀#외유내강#무심녀#털털녀#철벽녀#사제지간,설담,전체이용가,100원/회차 당,트루바도르,완결,로판,"1,190",완결,전체 175,전체 2,24.06.03,4장
포스트 아포칼립스 상황에서 민감성이란,#아포칼립스#좀비#생존#노력,글로번,전체이용가,100원/회차 당,보블,완결,현판,"7,028",4.5,전체 215,전체 4,24.06.03,25장
지극히 사악한 짝사랑 [개정판],#현대로맨스#사내연애#재벌남#재회물#첫사랑#동거물#소유욕/독점욕#상처녀,작가컴퍼니,15세이용가,100원/회차 당,박연필,완결,로맨스,"9,950",완결,전체 92,전체 0,24.06.03,5장
후회했어,#현대로맨스#재회물#속도위반#베이비메신저#첫사랑#신데렐라#까칠남#재벌남#후회남#능력남#상처녀#친구>연인#애잔물,작가컴퍼니,15세이용가,100원/회차 당,비가람,완결,로맨스,1.8만,10.0,전체 67,전체 5,24.06.03,5장
극지방에 버려진 흑막을 주웠다,#가상시대물#영혼체인지#계약관계#집착남#나쁜남자#상처남#철벽남#까칠남#냉정남#오만남#직진녀#다정녀#애교녀#능글녀#유혹녀,필연매니지먼트,15세이용가,100원/회차 당,랑퀸,완결,로판,"2,227",완결,전체 152,전체 1,24.06.03,3장
무한 애정,#현대로맨스#재회물#첫사랑#계략남#동정남#순정남#까칠남#짝사랑녀#순진녀#외유내강#소유욕/독점욕,래이니북스,15세이용가,100원/회차 당,차오름(죠니),완결,로맨스,"3,439",10.0,전체 45,전체 0,24.06.03,2장
회귀자와 맹인 성녀,#회귀#먼치킨#성장#노력#검사#성직자,노벨피아,전체이용가,100원/회차 당,papapa,완결,판타지,1.5만,10.0,전체 274,전체 17,24.06.03,15장
쓸데없이 예뻐서,#현대로맨스#기억상실#오만남#집착남#후회남#상처녀,루나문,15세이용가,100원/회차 당,설리연,완결,로맨스,112.2만,9.8,전체 87,전체 835,24.06.02,0장
천마불사,#성장,kwbooks,전체이용가,100원/회차 당,서유락,완결,현판,"5,073",10.0,전체 119,전체 0,24.06.01,25장
천검협로,#정통#성장,kwbooks,전체이용가,100원/회차 당,설경구,완결,무협,"7,043",완결,전체 225,전체 0,24.06.01,24장
귀향검,#정통#성장,kwbooks,전체이용가,100원/회차 당,설경구,완결,무협,"5,378",10.0,전체 124,전체 0,24.06.01,25장
우뢰검,#정통#빙의,kwbooks,전체이용가,100원/회차 당,설경구,완결,무협,"3,110",완결,전체 128,전체 0,24.06.01,21장
암제혈로,#정통#빙의,kwbooks,전체이용가,100원/회차 당,설경구,완결,무협,"1,656",완결,전체 136,전체 0,24.06.01,25장
운룡대팔식,#정통#성장,kwbooks,전체이용가,100원/회차 당,설경구,완결,무협,"2,367",완결,전체 163,전체 1,24.06.01,24장
구범기,#정통#성장,kwbooks,전체이용가,100원/회차 당,설경구,완결,무협,"1,666",10.0,전체 127,전체 0,24.06.01,25장
봉추운,#깽판,kwbooks,전체이용가,100원/회차 당,설경구,완결,무협,"2,310",완결,전체 177,전체 0,24.06.01,25장
은밀한 재택근무,#현대로맨스,스토린랩,15세이용가,100원/회차 당,주황연,완결,로맨스,"3,031",10.0,전체 126,전체 0,24.06.01,6장
비연,#상처녀#후회남#오피스물#사내연애#갑을관계#외유내강#후회녀,스토리위즈,15세이용가,100원/회차 당,강은결,완결,로맨스,2.2만,10.0,전체 119,전체 9,24.06.01,3장
상냥한 개새끼,#현대로맨스,래이니북스,15세이용가,100원/회차 당,애착인형,완결,로맨스,"3,541",완결,전체 80,전체 0,24.06.01,5장
앨리스 인 언더랜드,#미스테리#라이트노벨#아포칼립스#총#AI#이능력,라이크노벨,전체이용가,100원/회차 당,노리점,완결,판타지,"1,310",10.0,전체 160,전체 1,24.05.31,25장
이발병이 머리를 너무 잘 자름,#회귀#천재#노력#성장#군인#디자이너,문피아,전체이용가,100원/회차 당,에바트리체,월~금 연재,현판,5.3만,8.8,전체 178,전체 10,24.05.31,28장
잠룡회귀,#퓨전#회귀#생존#먼치킨#조력자#지존,문피아,전체이용가,100원/회차 당,육개장.,월~금 연재,무협,"7,400",7.4,전체 181,전체 3,24.05.31,25장
전남친과 재데뷔합니다,#현대물#연예계물#오해물#착각물#회귀물#아이돌물#다정공#헌신공#집착공#까칠수#능력수#철벽수#오래된연인#달달물#힐링물,툰플러스,15세이용가,100원/회차 당,쪼꼬빔,"월, 화, 목, 금 연재",BL,45.7만,9.7,전체 100,전체 664,24.05.31,0장
재능기부,#현대로맨스#로맨틱코미디#전문직물#카리스마남#능력녀#도도녀,romantique,15세이용가,100원/회차 당,수다마니아,완결,로맨스,"2,376",10.0,전체 60,전체 0,24.05.31,4장
달콤한 복수,#현대로맨스#복수물#달달물#나이차커플#소유욕/독점욕#재벌남#다정남#츤데레남#직진남#평범녀#순진녀#다정녀,romantique,15세이용가,100원/회차 당,내성적인간,완결,로맨스,803,완결,전체 102,전체 0,24.05.31,6장
눈만 마주치면,#현대로맨스#재회물#원나잇#몸정>맘정#오해물#카리스마남#직진남#도도녀#평범녀#순진녀,romantique,15세이용가,100원/회차 당,연민정(레드퀸),완결,로맨스,291,10.0,전체 32,전체 0,24.05.31,2장
스캔들 부부,#현대로맨스,북큐브네트웍스,15세이용가,100원/회차 당,하미서,완결,로맨스,"5,704",10.0,전체 88,전체 5,24.05.31,3장
대공자의 위장 아내가 되었다,#로맨스판타지,북큐브네트웍스,15세이용가,100원/회차 당,스토크,완결,로판,790,10.0,전체 43,전체 0,24.05.31,2장
마법일기,#정통#성장#마법사,제이플미디어,전체이용가,100원/회차 당,도유,완결,판타지,"1,731",9.5,전체 150,전체 5,24.05.31,25장
도서관의 유령,#정통#빙의#성장#천재,제이플미디어,전체이용가,100원/회차 당,도유,완결,판타지,"2,730",10.0,전체 275,전체 2,24.05.31,25장
착각 맞선,#현대로맨스#메디컬물#전문직물#카리스마남#능력남#소유욕/독점욕#직진남#능력녀#엉뚱발랄녀#철벽녀#맞선관계#달달물#로맨틱코미디#사내연애#절륜남,리케,15세이용가,100원/회차 당,강영주,완결,로맨스,590.8만,9.9,전체 95,"전체 3,337",24.05.30,0장
[BL]조폭인 내가 고등학생이 되었습니다 [19세 완전판],#판타지물#학원물#현대물#캠퍼스물#친구>연인#배틀연애#미인공#까칠공#외유내강수#집착공#일상물#능력수#나이차커플#다정수#영혼체인지,루체,19세이용가,100원/회차 당,호롤,완결,BL,8.9만,10.0,전체 216,전체 47,24.05.30,3장
"삼국지, 만인지적 장비로 빙의했다.",#대체역사#삼국지#빙의#먼치킨#생존#깽판#전쟁,문피아,전체이용가,100원/회차 당,신지님,완결,판타지,6.7만,9.9,전체 282,전체 8,24.05.30,27장
현대수선전,#먼치킨#생존#성장,문피아,전체이용가,100원/회차 당,오렌,완결,현판,8.6만,7.4,전체 300,전체 20,24.05.30,25장
오늘의 헤드라인 [15세 개정판],#현대로맨스#수사물#전문직물#몸정>맘정#후회남#계략남#상처녀,리플린,15세이용가,100원/회차 당,신유현,완결,로맨스,"6,351",10.0,전체 78,전체 2,24.05.30,3장
이혼 후 얼굴천재 세계재벌,#경영/기업#노력#성장#천재#재벌,제이플미디어,전체이용가,100원/회차 당,종이노트,완결,현판,11.1만,8.5,전체 225,전체 20,24.05.30,25장
[BL] 히트 안 오는 부적 써 드립니다,#서양풍#판타지물#오메가버스#미스터리#첫사랑#미인공#순진공#상처공#계략공#다정수#까칠수#상처수#다공일수#개그물#차원이동물,글로번,15세이용가,100원/회차 당,빈땅콩,완결,BL,2.1만,10.0,전체 136,전체 36,24.05.30,3장
폭군이 탐한 달,#동양풍#가상시대물#운명#사제지간#왕족/귀족#집착남#소유욕/독점욕#직진남#카리스마남#까칠남#외유내강#순진녀#엉뚱발랄녀,툰플러스,15세이용가,100원/회차 당,정윤신[푸른밀담],완결,로맨스,45.5만,9.9,전체 74,전체 275,24.05.29,0장
폭군이 탐한 달 [19세 완전판],#동양풍#가상시대물#운명#사제지간#왕족/귀족#집착남#소유욕/독점욕#직진남#카리스마남#까칠남#외유내강#순진녀#엉뚱발랄녀,툰플러스,19세이용가,100원/회차 당,정윤신[푸른밀담],완결,로맨스,23.1만,10.0,전체 74,전체 595,24.05.29,0장
금빛 장미가 꺾인 그 자리엔,#가상시대물#오해물#첫사랑#신분차이#재회물#능력남#후회남#집착남#상처녀#무심녀#외유내강#계약관계#소유욕/독점욕,다산북스,15세이용가,100원/회차 당,한설온,완결,로판,737,완결,전체 128,전체 3,24.05.29,5장
2회차 야구단장이 살아가는 법,#스포츠#회귀#야구,제이플미디어,전체이용가,100원/회차 당,단팥빵소년,완결,현판,1.7만,10.0,전체 200,전체 17,24.05.29,25장
아카데미 사기 룬을 얻었다,#하렘#학원#먼치킨#시스템#영웅/신화#성장#노력#아티팩트,노벨피아,전체이용가,100원/회차 당,작은우화,완결,현판,3.9만,9.5,전체 340,전체 11,24.05.29,15장
다 만드는 제작천재,#게임#회귀#천재#노력#성장#먼치킨#시스템#아티팩트#조력자#대장장이/생산직,고렘팩토리,전체이용가,100원/회차 당,호옹게,완결,판타지,4만,7.8,전체 164,전체 14,24.05.28,24장
멸망한 마탑의 천재마법사,#아포칼립스#환생#복수#귀환#전쟁#먼치킨#천재#노력#성장#마법사,고렘팩토리,전체이용가,100원/회차 당,파산드, 연재,판타지,14.2만,9.4,전체 116,전체 53,24.05.28,10장
신화급 네크로맨서가 되었다,#네크로맨서,스토리위즈,전체이용가,100원/회차 당,웹중, 연재,판타지,18.9만,7.4,전체 150,전체 91,24.05.28,10장
반려견이 반려를 물어옴,#로맨스판타지#가족물#우연한만남#다정남#순정남#왕족/귀족#능력남#존댓말남#능력녀#외유내강#다정녀#계약관계#신분차이#로맨틱코미디#힐링물,필연매니지먼트,전체이용가,100원/회차 당,온나달,매일 연재,로판,59.2만,9.7,전체 125,전체 652,24.05.28,0장
다르고 닮았다 [19세 완전판][BL],#현대물,채음,19세이용가,100원/회차 당,유랑비,완결,BL,8.4만,10.0,전체 109,전체 56,24.05.28,5장
다르고 닮았다 [BL],#현대물,채음,15세이용가,100원/회차 당,유랑비,완결,BL,7.9만,9.3,전체 102,전체 91,24.05.28,5장
날 길들여 놓고,#동거물#현대로맨스#후회남#상처녀#오해물#소유욕/독점욕,페퍼민트,15세이용가,100원/회차 당,송라현,완결,로맨스,1.2만,10.0,전체 106,전체 1,24.05.28,4장
전설적 형사가 범죄자를 다 잡음,#형사#전문직#복수#먼치킨#천재,라온이앤엠,전체이용가,100원/회차 당,항상,완결,현판,3만,10.0,전체 175,전체 160,24.05.28,25장
멸망 후 무공 천재,#먼치킨,라온이앤엠,전체이용가,100원/회차 당,베어문도넛,완결,판타지,2.6만,9.0,전체 175,전체 5,24.05.28,25장
2회차 영화감독은 엔터 재벌,#전문직#회귀#PD/감독,제이플미디어,전체이용가,100원/회차 당,구양봉,완결,현판,1.5만,8.3,전체 205,전체 5,24.05.28,25장
대한제일검의 게임 스트리밍,#게임#검사#방송#시스템#천재#만능,HAKSANNOVEL,전체이용가,100원/회차 당,후부키,월~금 연재,판타지,5.5만,9.9,전체 96,전체 33,24.05.27,15장
블랙 리퍼,#복수#생존,스토리위즈,전체이용가,100원/회차 당,침략자,완결,판타지,"1,955",4.9,전체 115,전체 1,24.05.27,21장
유물이 계속 나와,#회귀,스토리위즈,전체이용가,100원/회차 당,침략자,완결,판타지,"1,877",완결,전체 110,전체 1,24.05.27,30장
내 주식계좌가 떡상했다,#경영/기업#시스템#회사원,스토리위즈,전체이용가,100원/회차 당,공대(公臺),완결,현판,2.7만,10.0,전체 150,전체 0,24.05.27,25장
아카데미의 파이어볼 마스터,#먼치킨#성장,스토리위즈,전체이용가,100원/회차 당,고옴곰,완결,판타지,"4,049",8.0,전체 160,전체 3,24.05.27,25장
진짜가 나타난 날,#로맨스판타지#오해물#복수물#재회물#계약관계#능력남#계략남#능글남#후회남#상처녀#외유내강,다산북스,전체이용가,100원/회차 당,과앤,완결,로판,"3,554",10.0,전체 128,전체 35,24.05.27,4장
다정하지 못한 당신에게,#로맨스판타지#가상시대물#신분차이#능력남#후회남#카리스마남#츤데레남#능력녀#상처녀#정략결혼#잔잔물#애잔물#오해물#소유욕/독점욕,서울미디어코믹스,전체이용가,100원/회차 당,달주,완결,로판,106,완결,전체 145,전체 0,24.05.27,5장
마녀 아니고 하녀인데요,#가상시대물#복수물#권선징악#갑을관계#신분차이#소유욕/독점욕#운명#츤데레남#능력남#상처남#까칠남#냉정남#오만남#뇌섹녀#능력녀,루체,15세이용가,100원/회차 당,치즈페퍼로니,완결,로판,346,10.0,전체 118,전체 0,24.05.27,3장
해상강국 한연방,#대체역사#전쟁#성장,제이플미디어,전체이용가,100원/회차 당,Analog감성,완결,판타지,"4,733",10.0,전체 175,전체 1,24.05.27,25장
귀검곡주 철무린,#정통#복수#정파#사파#마교#명문세가#노력#성장,HAKSANNOVEL,전체이용가,100원/회차 당,한다위,"월, 수, 금 연재",무협,4만,9.8,전체 120,전체 3,24.05.27,25장
악당 가문의 금지옥엽이 되었는데,#로맨스판타지#성장물#가상시대물#연하남#능력남#집착남#직진남#다정남#무심남#능력녀#사이다녀#털털녀#철벽녀#친구>연인#권선징악,키다리스튜디오,전체이용가,100원/회차 당,햇노랑,완결,로판,"3,458",10.0,전체 192,전체 4,24.05.27,3장
공포 게임 속 고양이가 되어 버렸다,#로맨스판타지#회귀물#엉뚱발랄녀#집착남,에이템포미디어,15세이용가,100원/회차 당,이르,"월, 목 연재",로판,90.2만,9.8,전체 135,"전체 1,398",24.05.26,0장
러브 커맨드(Love Command),#현대로맨스#전문직물#소유욕/독점욕#계략남#냉정남#능력녀#상처녀#기억상실#배틀연애,와이엠북스,15세이용가,100원/회차 당,김순무,완결,로맨스,8.9만,9.9,전체 62,전체 107,24.05.26,4장
더더더! 찐하게 아는 사이,#동거물#로맨틱코미디#몸정>맘정#오피스물,북팔,15세이용가,100원/회차 당,케일리,완결,로맨스,"3,472",완결,전체 164,전체 0,24.05.25,3장
우리의 결혼은 완벽했다,#현대로맨스#시월드#정략결혼#소유욕/독점욕#조신남#재벌남#절륜남#직진녀#애교녀#짝사랑녀#로맨틱코미디,래이니북스,15세이용가,100원/회차 당,차오름(죠니),완결,로맨스,"3,152",완결,전체 50,전체 0,24.05.25,2장
설혼귀향록,#퓨전#환생#빙의#노력#성장,에이시스미디어,전체이용가,100원/회차 당,이서하,완결,무협,"4,717",10.0,전체 200,전체 1,24.05.25,25장
우리 집 뒤에 우주선 떨어짐,#성장#먼치킨#노력#망나니#이능력,로크미디어,전체이용가,100원/회차 당,김판,완결,판타지,1.1만,8.5,전체 175,전체 0,24.05.25,25장
게임 천재 고인물의 탑 공략법,#게임#천재#노력#성장#아티팩트#고인물#먼치킨,고렘팩토리,전체이용가,100원/회차 당,윤수하,매일 연재,판타지,18.4만,9.5,전체 126,전체 145,24.05.24,10장
야만족의 신부가 되었다 [19세 완전판],#로맨스판타지#복수물#운명#가상시대물#능글남#소유욕/독점욕#카리스마남#후회남#능력남#절륜남#오만남#상처녀#능력녀#외유내강,키다리스튜디오,19세이용가,100원/회차 당,하라쇼,완결,로판,180.1만,9.8,전체 129,"전체 1,243",24.05.24,0장
야만족의 신부가 되었다,#로맨스판타지#복수물#가상시대물#운명#능글남#소유욕/독점욕#카리스마남#후회남#능력남#절륜남#오만남#상처녀#능력녀#외유내강,키다리스튜디오,15세이용가,100원/회차 당,하라쇼,완결,로판,70.3만,9.6,전체 124,전체 434,24.05.24,0장
전직 망돌이 탑스타 된 썰 푼다,#가수#배우#빙의#방송#시스템#노력#성장#조력자,제이플미디어,전체이용가,100원/회차 당,동전파스,매일 연재,현판,40만,9.8,전체 132,전체 439,24.05.24,15장
이토록 개같은 젠틀맨,#현대로맨스#캠퍼스물#잔잔물#성장물#소유욕/독점욕#카리스마남#집착남#유혹남#철벽남#능력남#능력녀#다정녀#순정녀#상처녀#평범녀,romantique,15세이용가,100원/회차 당,심혜리,완결,로맨스,870,완결,전체 96,전체 0,24.05.24,6장
레벨제한이 없는 유일한 헌터,#성장#먼치킨#시스템,제이플미디어,전체이용가,100원/회차 당,연이요,완결,판타지,6.7만,8.2,전체 160,전체 11,24.05.24,24장
우아한 스폰서,#현대로맨스#몸정>맘정#계략남#상처녀#직진남#원나잇,작가컴퍼니,15세이용가,100원/회차 당,진작,완결,로맨스,"2,849",완결,전체 61,전체 0,24.05.24,4장
"널 안고, 울리고",#현대로맨스#몸정>맘정#상처녀#재벌남,래이니북스,15세이용가,100원/회차 당,리나리아L,완결,로맨스,"4,625",완결,전체 92,전체 1,24.05.24,3장
낙인(烙印),#현대로맨스#재회물#재벌남#후회남#상처녀,온글미디어,15세이용가,100원/회차 당,퍼플독,완결,로맨스,"8,922",10.0,전체 97,전체 0,24.05.24,3장
스탯보는 사이비 무당님,#시스템#먼치킨,문피아,전체이용가,100원/회차 당,포기하지마,완결,현판,10.4만,9.8,전체 300,전체 110,24.05.23,25장
중세 기사 가문의 삼남이 되었다,#환생#먼치킨#천재#영지#성장#검사#왕족/귀족#정통,문피아,전체이용가,100원/회차 당,호방한,완결,판타지,3.9만,10.0,전체 289,전체 50,24.05.23,25장
무림에서 색목인으로 살아남기,#선계#노력#성장#천재#빙의#생존#퓨전#정파#협객,kwbooks,전체이용가,100원/회차 당,이온,매일 연재,무협,43.1만,9.1,전체 141,전체 261,24.05.23,10장
개 같은 순정,#현대로맨스#계약관계#나쁜남자#집착남#계략남#첫사랑#상처녀#소유욕/독점욕,엠스토리허브,15세이용가,100원/회차 당,차수인,완결,로맨스,"2,827",10.0,전체 69,전체 0,24.05.23,3장
수상한 특별 상궁,#동양풍#소유욕/독점욕#능력남#능력녀#권선징악#왕족/귀족#계략녀#오해물#집착남,엠스토리허브,15세이용가,100원/회차 당,원종,완결,로맨스,"4,178",완결,전체 85,전체 0,24.05.23,3장
폭군의 비서 [삽화본] [19세 완전판],#로맨틱코미디#절륜남#재벌남#철벽녀#신분차이,북팔,19세이용가,100원/회차 당,검정치마,완결,로맨스,13.1만,9.9,전체 133,전체 157,24.05.23,3장
고귀한 이혼 [삽화본] [19세 완전판],#오피스물#후회남#몸정>맘정#상처녀#재벌남#절륜남,북팔,19세이용가,100원/회차 당,멜로그레이스,완결,로맨스,8만,9.3,전체 105,전체 12,24.05.23,3장
